acousticness,danceability,duration_s,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,popularity_over75
0.00313,0.34600000000000003,174.405,0.721,0,0.953,4,0.0932,-9.933,0,0.0451,98.565,0.0341,0
0.247,0.696,109.854,0.0701,0,0.948,4,0.114,-14.669,0,0.11900000000000001,134.864,0.3670000000000001,0
0.996,0.0783,129.358,0.0239,0,0.965,9,0.0828,-24.429000000000002,0,0.0492,81.765,0.0319,0
0.19399999999999998,0.9540000000000001,193.44,0.451,0,0.00295,2,0.0637,-9.124,0,0.10800000000000001,108.84200000000001,0.8390000000000001,0
0.0574,0.612,423.88199999999995,0.835,0,0.9540000000000001,1,0.203,-10.357000000000001,0,0.0338,128.01,0.257,0
0.000717,0.585,457.306,0.866,0,0.846,9,0.159,-6.126,0,0.034,127.009,0.45,0
0.9690000000000001,0.314,74.30199999999999,0.0855,0,0.795,9,0.16,-15.775,1,0.0342,69.893,0.161,0
0.00499,0.397,36.5,0.638,0,0.0,2,0.364,-7.256,1,0.17600000000000002,134.284,0.677,0
0.0236,0.542,33.8,0.794,0,0.0,7,0.14800000000000002,-6.412999999999999,1,0.303,143.377,0.81,0
0.0101,0.5,203.80700000000002,0.742,0,2.22e-06,2,0.128,-13.368,0,0.0418,79.986,0.255,0
0.0014199999999999998,0.8420000000000001,135.976,0.483,0,0.887,4,0.11199999999999999,-17.448,0,0.106,135.042,0.57,0
0.884,0.831,142.08700000000002,0.191,0,0.963,9,0.109,-12.717,0,0.287,131.918,0.728,0
0.8079999999999999,0.653,154.9,0.26899999999999996,0,0.425,7,0.318,-13.898,1,0.0315,88.99700000000001,0.649,0
0.485,0.645,132.54,0.05,0,0.555,0,0.0807,-19.656,1,0.45799999999999996,89.01299999999998,0.6970000000000001,0
0.17800000000000002,0.636,164.328,0.608,0,0.836,4,0.0847,-11.99,0,0.0377,132.002,0.0696,0
0.992,0.534,191.983,0.00469,0,0.943,4,0.0741,-28.546999999999997,0,0.038,177.976,0.385,0
0.308,0.787,125.225,0.282,0,0.907,9,0.142,-16.046,1,0.314,135.019,0.966,0
0.00897,0.6759999999999999,161.936,0.297,0,0.56,9,0.11199999999999999,-13.767999999999999,0,0.0589,134.767,0.14300000000000002,0
0.99,0.59,117.16799999999999,0.00588,0,0.9109999999999999,4,0.0666,-24.72,0,0.0658,135.036,0.509,0
0.00313,0.34600000000000003,174.405,0.721,0,0.953,4,0.0932,-9.933,0,0.0451,98.565,0.0341,0
0.996,0.0783,129.358,0.0239,0,0.965,9,0.0828,-24.429000000000002,0,0.0492,81.765,0.0319,0
0.309,0.899,118.00399999999999,0.371,0,0.0017399999999999998,4,0.265,-14.943,0,0.483,135.1,0.895,0
0.247,0.696,109.854,0.0701,0,0.948,4,0.114,-14.669,0,0.11900000000000001,134.864,0.3670000000000001,0
0.00499,0.397,36.5,0.638,0,0.0,2,0.364,-7.256,1,0.17600000000000002,134.284,0.677,0
0.0236,0.542,33.8,0.794,0,0.0,7,0.14800000000000002,-6.412999999999999,1,0.303,143.377,0.81,0
0.37,0.39,201.96,0.345,0,1.4800000000000002e-05,6,0.588,-13.940999999999999,0,0.0279,80.764,0.35100000000000003,0
0.00246,0.674,107.359,0.773,0,0.0136,11,0.31,-5.064,0,0.0725,139.91,0.7040000000000001,0
0.0101,0.5,203.80700000000002,0.742,0,2.22e-06,2,0.128,-13.368,0,0.0418,79.986,0.255,0
0.628,0.36,1023.829,0.5589999999999999,0,0.868,1,0.9570000000000001,-13.718,0,0.0316,135.45,0.484,0
0.594,0.737,274.895,0.441,0,0.0,6,0.0976,-5.23,1,0.0318,97.531,0.256,0
0.121,0.242,513.075,0.672,0,0.595,5,0.645,-18.864,1,0.0972,103.348,0.040999999999999995,0
0.196,0.53,183.52,0.5579999999999999,0,0.0,5,0.325,-11.95,1,0.0362,121.73299999999999,0.75,0
0.919,0.20199999999999999,232.04,0.49,0,0.9640000000000001,3,0.11900000000000001,-14.079,0,0.0555,93.07600000000001,0.0324,0
0.0836,0.447,253.52,0.7340000000000001,0,0.0,8,0.9329999999999999,-6.773,1,0.0681,124.70100000000001,0.24600000000000002,0
0.0529,0.527,172.44,0.9440000000000001,0,3.4399999999999996e-05,9,0.8340000000000001,-6.617000000000001,0,0.0692,104.25299999999999,0.568,0
0.0804,0.6,43.00899999999999,0.493,0,0.754,0,0.156,-11.296,1,0.0315,98.056,0.6509999999999999,0
0.222,0.35700000000000004,368.88,0.617,0,0.177,2,0.15,-10.849,0,0.0341,145.98,0.0684,0
0.221,0.7,140.526,0.722,1,0.0,7,0.272,-3.5580000000000003,0,0.0369,90.98899999999999,0.7559999999999999,1
0.165,0.6990000000000001,83.853,0.5579999999999999,0,0.883,9,0.0932,-14.713,1,0.0541,99.99600000000001,0.39799999999999996,0
0.499,0.436,279.204,0.655,1,8.1e-06,1,0.688,-8.37,0,0.0583,121.00200000000001,0.41200000000000003,1
0.7290000000000001,0.2,325.68,0.282,0,0.887,2,0.0837,-19.803,0,0.0468,74.381,0.0372,0
0.46799999999999997,0.737,172.325,0.802,1,0.0,0,0.0931,-4.771,1,0.0878,144.015,0.682,1
0.7,0.0692,533.707,0.285,0,0.6729999999999999,2,0.19899999999999998,-14.854000000000001,1,0.0482,78.572,0.0312,0
0.237,0.83,173.71099999999998,0.585,1,0.0,0,0.248,-6.476,1,0.094,109.978,0.485,1
0.0964,0.645,32.0,0.852,0,0.0,11,0.278,-7.289,0,0.374,137.985,0.737,0
0.19,0.711,123.429,0.598,1,0.0,3,0.15,-7.621,0,0.182,140.175,0.737,1
0.213,0.662,161.385,0.413,1,0.0,0,0.134,-7.357,1,0.0299,93.005,0.467,1
0.122,0.6779999999999999,31.75,0.529,0,0.0,10,0.46,-7.468,1,0.363,130.26,0.9209999999999999,0
0.114,0.823,190.476,0.586,1,0.0,6,0.193,-6.606,0,0.2,125.971,0.34700000000000003,1
0.218,0.889,174.321,0.34,0,0.13,11,0.055,-7.773,0,0.0697,94.009,0.716,1
0.00021,0.261,31.62,0.8909999999999999,0,1.4400000000000001e-05,7,0.293,-6.621,1,0.225,131.767,0.934,0
0.65,0.7090000000000001,160.0,0.5479999999999999,1,1.59e-06,10,0.133,-8.493,1,0.353,83.995,0.5429999999999999,1
0.0194,0.935,187.541,0.45399999999999996,1,0.0,1,0.0824,-7.508999999999999,1,0.375,133.07299999999998,0.35700000000000004,1
0.009309999999999999,0.578,32.34,0.522,0,0.0,2,0.298,-7.157,0,0.36200000000000004,132.724,0.75,0
0.244,0.7609999999999999,261.493,0.518,1,3.47e-05,0,0.107,-8.871,1,0.134,133.976,0.522,1
0.12,0.81,154.998,0.511,1,0.0,5,0.0832,-6.9239999999999995,0,0.16399999999999998,151.947,0.8370000000000001,1
0.0582,0.583,31.54,0.879,0,0.0,6,0.3,-7.7170000000000005,0,0.325,130.629,0.615,0
0.401,0.731,205.09,0.573,1,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,0.145,1
0.0166,0.914,171.067,0.732,1,0.0,8,0.107,-6.1,0,0.24100000000000002,94.066,0.469,1
0.282,0.675,33.08,0.7190000000000001,0,0.0,1,0.609,-6.893,1,0.33399999999999996,130.582,0.815,0
0.00336,0.65,194.62099999999998,0.613,1,0.0,9,0.267,-6.13,0,0.128,149.972,0.0804,1
0.247,0.746,181.733,0.69,1,0.0,11,0.10099999999999999,-7.956,1,0.16399999999999998,89.977,0.4970000000000001,1
0.0010400000000000001,0.364,33.58,0.875,0,0.0,6,0.0802,-6.375,0,0.0909,132.955,0.6659999999999999,0
0.00883,0.7020000000000001,203.06400000000002,0.825,0,0.0,6,0.0674,-3.787,0,0.0601,102.977,0.915,1
0.584,0.35700000000000004,198.04,0.425,0,0.0,5,0.322,-7.301,1,0.0333,102.07799999999999,0.27,1
0.153,0.597,32.25,0.7859999999999999,0,0.0,1,0.384,-7.28,1,0.354,83.68299999999998,0.599,0
0.833,0.392,214.707,0.574,0,0.00179,7,0.145,-9.195,1,0.17,81.112,0.529,1
0.7859999999999999,0.642,169.266,0.374,0,0.0,4,0.0906,-9.386000000000001,1,0.0545,124.09899999999999,0.0799,1
0.00644,0.452,33.83,0.738,0,0.0,1,0.375,-6.7360000000000015,1,0.193,115.73700000000001,0.7609999999999999,0
0.256,0.799,195.429,0.66,1,0.0,1,0.111,-6.153,0,0.079,140.04,0.47100000000000003,1
0.0663,0.613,158.033,0.631,1,0.0,4,0.16899999999999998,-6.965,1,0.12,149.99200000000005,0.33,1
0.00614,0.574,31.83,0.731,0,0.0,7,0.483,-6.6160000000000005,1,0.121,135.92600000000002,0.8740000000000001,0
0.0187,0.905,190.53400000000002,0.647,1,0.0,10,0.282,-5.065,0,0.107,130.97,0.3670000000000001,1
0.8640000000000001,0.631,149.297,0.239,1,0.0,11,0.11599999999999999,-7.0710000000000015,0,0.0398,79.859,0.0927,1
0.0597,0.696,40.57,0.727,0,0.0,11,0.316,-8.107000000000001,1,0.235,109.916,0.8220000000000001,0
0.0172,0.625,205.485,0.8140000000000001,1,0.0,0,0.158,-5.181,1,0.0657,144.991,0.535,1
0.0563,0.39899999999999997,210.463,0.491,0,0.0008900000000000002,6,0.11,-10.777999999999999,0,0.0538,91.066,0.151,1
0.000487,0.358,32.31,0.8640000000000001,0,2.6700000000000002e-05,0,0.322,-6.728,1,0.36200000000000004,138.467,0.7859999999999999,0
0.00473,0.731,139.461,0.675,1,0.0,5,0.141,-5.1339999999999995,0,0.0434,124.939,0.298,1
0.11,0.794,156.498,0.7559999999999999,1,0.0,5,0.247,-7.16,0,0.136,123.066,0.775,1
0.0129,0.595,33.04,0.589,0,0.0,7,0.401,-7.49,1,0.324,86.37299999999998,0.934,0
0.00748,0.8190000000000001,195.90599999999998,0.626,1,0.10099999999999999,10,0.16699999999999998,-4.574,0,0.20199999999999999,143.01,0.415,1
0.0631,0.904,227.47799999999998,0.723,1,0.0,11,0.185,-5.224,0,0.26,145.013,0.835,1
0.0026100000000000003,0.39799999999999996,35.57,0.888,0,0.0,6,0.39899999999999997,-6.211,0,0.363,136.148,0.37799999999999995,0
0.92,0.462,244.0,0.24,1,0.0,0,0.113,-12.077,1,0.0377,171.31900000000005,0.32,1
0.0676,0.652,178.99400000000003,0.38299999999999995,0,0.0,2,0.0828,-7.0760000000000005,0,0.0516,145.765,0.5489999999999999,1
0.000251,0.4320000000000001,32.67,0.93,0,0.000348,6,0.39399999999999996,-7.056,0,0.161,132.928,0.6829999999999999,0
0.345,0.8320000000000001,132.833,0.534,1,0.0,1,0.165,-7.813,0,0.253,93.92399999999999,0.11599999999999999,1
0.0303,0.856,203.201,0.618,0,0.0,7,0.0866,-4.8919999999999995,1,0.28600000000000003,81.993,0.391,1
0.0224,0.593,32.08,0.483,0,0.0,5,0.723,-7.4170000000000025,0,0.20199999999999999,130.539,0.8140000000000001,0
0.191,0.48700000000000004,232.533,0.65,0,0.0,0,0.0933,-5.195,1,0.0253,151.964,0.456,1
0.00402,0.9570000000000001,137.984,0.4370000000000001,1,0.0,11,0.21899999999999997,-7.8820000000000014,1,0.359,130.058,0.616,1
0.434,0.727,38.33,0.767,0,0.0,0,0.532,-7.291,1,0.536,127.471,0.9690000000000001,0
0.196,0.6729999999999999,212.093,0.7040000000000001,0,0.0,6,0.0898,-8.056000000000001,1,0.36,86.919,0.3720000000000001,1
0.25,0.8,195.429,0.6579999999999999,1,0.0,1,0.111,-6.142,0,0.079,140.042,0.462,1
0.0421,0.6609999999999999,33.21,0.75,0,0.0,8,0.5579999999999999,-6.312,1,0.315,62.443999999999996,0.767,0
0.0183,0.74,170.858,0.516,0,0.0,1,0.0558,-6.233,0,0.0507,139.918,0.698,1
0.0239,0.8490000000000001,122.587,0.536,1,0.0,1,0.126,-7.307,1,0.349,141.964,0.308,1
0.0145,0.5660000000000001,35.88,0.855,0,0.0,11,0.319,-6.645,0,0.31,133.16,0.615,0
0.0032700000000000003,0.856,135.96,0.564,1,0.0,6,0.134,-6.295,0,0.392,77.972,0.483,1
0.36,0.48700000000000004,201.882,0.534,0,0.0,0,0.1,-5.664,0,0.0555,131.798,0.17300000000000001,1
0.00811,0.684,40.01,0.8220000000000001,0,0.0,6,0.3670000000000001,-7.487,0,0.29,135.59799999999998,0.45899999999999996,0
0.084,0.7120000000000001,193.293,0.556,1,5.04e-05,5,0.527,-7.213999999999999,0,0.0531,90.494,0.22,1
0.231,0.647,193.83900000000003,0.667,1,0.0,5,0.133,-5.563,1,0.304,172.08,0.7040000000000001,1
0.7659999999999999,0.7559999999999999,179.813,0.131,1,0.0,7,0.136,-13.284,1,0.0467,79.9,0.307,0
0.662,0.657,161.773,0.54,0,0.0,5,0.12300000000000001,-7.675,1,0.0287,136.97,0.625,1
0.00161,0.614,105.176,0.937,1,0.0013599999999999999,1,0.10300000000000001,-7.443,1,0.115,84.98,0.386,1
0.0121,0.52,38.21,0.662,0,0.0,0,0.507,-7.068,1,0.39299999999999996,131.371,0.6709999999999999,0
0.731,0.726,173.333,0.431,0,0.0,8,0.696,-8.765,0,0.135,144.026,0.348,1
0.235,0.8340000000000001,146.523,0.6629999999999999,1,0.0,8,0.3720000000000001,-6.143,1,0.133,121.876,0.774,1
0.00017900000000000001,0.42,32.08,0.7070000000000001,0,1.06e-06,8,0.13,-6.501,1,0.0891,136.725,0.701,0
0.0614,0.9279999999999999,170.233,0.341,1,0.0,11,0.162,-10.196,0,0.10300000000000001,129.966,0.745,1
0.057,0.8,200.22099999999998,0.56,1,0.0,5,0.134,-4.8180000000000005,0,0.261,163.071,0.45,1
0.11,0.631,32.17,0.865,0,0.0,6,0.25,-6.604,0,0.244,77.306,0.92,0
